BLE Address: 842B55B99BD400
"time	ax	ay	az	gx	gy	gz	mx	my	mz"
"03/06/2025 11:25:05.012	-0.531188	0.3843	0.725412	31.045	-4.2	1.575	-0.0525	-1.0335	-0.9795"
"03/06/2025 11:25:05.032	-0.5307	0.500444	0.743712	48.125	-5.04	2.065	-0.0525	-1.0335	-0.951"
"03/06/2025 11:25:05.052	-0.534116	0.494588	0.72468	35.07	-4.76	3.43	-0.0525	-1.0335	-0.951"
"03/06/2025 11:25:05.072	-0.537532	0.511668	0.750544	32.2	-6.055	0.91	-0.0645	-1.044	-0.957"
"03/06/2025 11:25:05.092	-0.526552	0.544852	0.714188	24.325	-6.79	-0.455	-0.0525	-1.044	-0.954"
"03/06/2025 11:25:05.112	-0.520208	0.508252	0.720776	12.425	-7.595	-0.42	-0.054	-1.0515	-0.9435"
"03/06/2025 11:25:05.132	-0.537776	0.482632	0.7137	7.7	-6.055	-2.17	-0.0585	-1.0485	-0.957"
"03/06/2025 11:25:05.152	-0.53558	0.55266	0.672464	8.05	-5.005	-2.275	-0.048	-1.062	-0.9495"
"03/06/2025 11:25:05.172	-0.524112	0.4941	0.700036	-1.47	-5.845	-4.025	-0.0525	-1.0485	-0.951"
"03/06/2025 11:25:05.192	-0.504592	0.475312	0.710772	-2.065	-4.13	-4.41	-0.057	-1.053	-0.951"
"03/06/2025 11:25:05.212	-0.495564	0.459696	0.695644	-5.88	-1.995	-3.115	-0.0465	-1.068	-0.9525"
"03/06/2025 11:25:05.232	-0.51362	0.488976	0.647088	-6.545	2.625	-4.27	-0.06	-1.0605	-0.9615"
"03/06/2025 11:25:05.252	-0.553392	0.49654	0.653188	-8.645	4.585	-4.795	-0.051	-1.0695	-0.957"
"03/06/2025 11:25:05.272	-0.503616	0.396744	0.698816	-12.6	1.68	-5.075	-0.048	-1.0755	-0.9525"
"03/06/2025 11:25:05.292	-0.507276	0.404064	0.71492	-8.96	3.92	-4.9	-0.06	-1.0665	-0.963"
"03/06/2025 11:25:05.312	-0.521916	0.391376	0.707112	-9.275	5.495	-4.585	-0.06	-1.071	-0.9615"
"03/06/2025 11:25:05.332	-0.583648	0.43676	0.694668	-4.375	8.05	-1.33	-0.06	-1.071	-0.9615"
"03/06/2025 11:25:05.352	-0.567056	0.469944	0.702232	-2.66	4.48	-0.56	-0.0525	-1.068	-0.957"
"03/06/2025 11:25:05.372	-0.54778	0.449448	0.691984	-5.81	4.165	-1.19	-0.0465	-1.08	-0.969"
"03/06/2025 11:25:05.392	-0.538264	0.454328	0.694668	-5.915	2.975	-0.98	-0.048	-1.0845	-0.954"
"03/06/2025 11:25:05.412	-0.556808	0.455304	0.693448	-2.45	3.85	-0.595	-0.0405	-1.0725	-0.9555"
"03/06/2025 11:25:05.432	-0.549976	0.46726	0.69906	1.61	3.57	-0.28	-0.0495	-1.0785	-0.9525"
"03/06/2025 11:25:05.452	-0.565592	0.507764	0.711016	5.845	4.375	-0.07	-0.039	-1.0695	-0.951"
"03/06/2025 11:25:05.472	-0.575352	0.506544	0.705648	3.115	4.9	-1.085	-0.0405	-1.068	-0.948"
"03/06/2025 11:25:05.492	-0.557052	0.496784	0.739564	-0.245	4.165	-2.555	-0.039	-1.0575	-0.9465"
"03/06/2025 11:25:05.512	-0.560712	0.493368	0.74786	-1.82	6.02	-3.675	-0.039	-1.0725	-0.9525"
"03/06/2025 11:25:05.532	-0.596824	0.508252	0.727852	-2.03	9.555	-6.51	-0.042	-1.0575	-0.945"
"03/06/2025 11:25:05.552	-0.632936	0.571448	0.6954	1.435	11.865	-11.095	-0.03	-1.059	-0.945"
"03/06/2025 11:25:05.572	-0.617808	0.565836	0.697352	10.185	11.655	-19.11	-0.0285	-1.077	-0.948"
"03/06/2025 11:25:05.592	-0.586576	0.60024	0.669292	2.135	10.815	-29.155	-0.0285	-1.077	-0.948"
"03/06/2025 11:25:05.612	-0.581208	0.556076	0.638792	-1.295	9.59	-34.79	-0.0285	-1.077	-0.948"
"03/06/2025 11:25:05.632	-0.514596	0.561932	0.72224	-5.425	4.83	-30.66	-0.015	-1.0575	-0.951"
"03/06/2025 11:25:05.652	-0.532896	0.259372	0.903044	-23.24	7.595	-38.465	-0.006	-1.053	-0.954"
"03/06/2025 11:25:05.672	-0.32452	0.196908	0.940132	-46.865	6.16	-22.75	-0.0165	-1.053	-0.9495"
"03/06/2025 11:25:05.692	-0.595116	0.105896	0.59048	-15.4	43.785	-36.435	-0.009	-1.0305	-0.963"
"03/06/2025 11:25:05.712	-0.59048	0.555344	0.633912	14.63	26.39	-13.265	0.006	-1.0305	-0.9645"
"03/06/2025 11:25:05.732	-0.588284	0.284016	0.568276	-13.265	22.89	-18.585	0.021	-1.0215	-0.9585"
"03/06/2025 11:25:05.752	-0.555588	0.288896	0.615856	-17.675	12.985	-10.815	0.0195	-1.035	-0.966"
"03/06/2025 11:25:05.772	-0.577792	0.226188	0.629276	-27.545	8.575	-5.18	0.012	-1.0335	-0.969"
"03/06/2025 11:25:05.792	-0.607316	0.183976	0.659044	-33.53	5.355	2.695	0.0195	-1.02	-0.9735"
"03/06/2025 11:25:05.812	-0.576572	0.19642	0.659288	-24.85	0.84	10.535	0.027	-1.0215	-0.9705"
"03/06/2025 11:25:05.832	-0.573888	0.303536	0.619272	-25.445	-3.815	20.02	0.0255	-1.02	-0.9645"
"03/06/2025 11:25:05.852	-0.591456	0.345748	0.609512	-49.49	-9.205	25.62	0.021	-0.996	-0.972"
"03/06/2025 11:25:05.872	-0.581208	0.29158	0.677344	-54.04	-11.865	23.45	0.021	-0.996	-0.972"
"03/06/2025 11:25:05.892	-0.62708	0.310368	0.797148	-31.745	-6.685	22.26	0.006	-0.9735	-0.981"
"03/06/2025 11:25:05.912	-0.593652	0.406992	0.931592	-13.23	-1.96	20.37	0.003	-0.9585	-0.99"
"03/06/2025 11:25:05.932	-0.612928	0.454084	0.736148	-16.275	11.76	14.455	0.009	-0.9615	-0.996"
"03/06/2025 11:25:05.952	-0.688812	0.49532	0.66856	-26.005	14.49	9.485	0.0165	-0.9345	-0.99"
"03/06/2025 11:25:05.972	-0.681248	0.447496	0.705892	-24.64	11.13	1.435	0.0045	-0.9285	-0.9945"
"03/06/2025 11:25:05.992	-0.687104	0.354776	0.76372	-13.72	12.04	-6.055	0.0105	-0.927	-0.99"
"03/06/2025 11:25:06.012	-0.661728	0.415044	0.709552	-2.205	8.155	-11.515	0.003	-0.9285	-0.9885"
"03/06/2025 11:25:06.032	-0.690764	0.443592	0.699304	-9.135	6.825	-14.84	0.0105	-0.9195	-0.999"
"03/06/2025 11:25:06.052	-0.666364	0.332328	0.690276	-18.375	4.69	-20.02	0.0105	-0.9195	-0.999"
"03/06/2025 11:25:06.072	-0.654408	0.298168	0.690276	-13.265	3.885	-22.47	0.015	-0.9165	-0.978"
"03/06/2025 11:25:06.092	-0.61976	0.245708	0.721996	-9.625	0.7	-22.05	0.0195	-0.9135	-1.005"
"03/06/2025 11:25:06.112	-0.618052	0.143716	0.743712	-15.995	0.14	-17.99	0.0135	-0.9165	-0.9915"
"03/06/2025 11:25:06.132	-0.519964	0.026596	0.819352	-42.245	1.26	-2.415	0.015	-0.912	-0.993"
"03/06/2025 11:25:06.152	-0.659532	0.09028	0.714188	-37.695	14.91	1.295	0.012	-0.891	-1.0065"
"03/06/2025 11:25:06.172	-0.648552	0.158356	0.732244	-26.53	7.63	9.45	0.018	-0.8745	-1.0095"
"03/06/2025 11:25:06.192	-0.612196	0.171044	0.75884	-34.3	7.035	12.32	0.0165	-0.8895	-0.9975"
"03/06/2025 11:25:06.212	-0.629764	0.160308	0.781532	-45.535	10.185	15.435	0.0225	-0.882	-1.0065"
"03/06/2025 11:25:06.232	-0.61244	0.129808	0.823256	-53.655	10.57	19.425	0.0285	-0.87	-1.0095"
"03/06/2025 11:25:06.252	-0.590724	0.09076799	0.875228	-53.27	14.525	21.875	0.018	-0.861	-0.999"
"03/06/2025 11:25:06.272	-0.598532	0.072712	0.856196	-41.23	19.04	24.815	0.0315	-0.846	-1.0155"
"03/06/2025 11:25:06.292	-0.574864	0.066368	0.890112	-27.09	21.805	27.615	0.0285	-0.828	-1.008"
"03/06/2025 11:25:06.312	-0.568032	0.077104	0.873764	-11.55	26.81	30.59	0.024	-0.8385	-0.999"
"03/06/2025 11:25:06.332	-0.565104	0.090524	0.878644	3.185	31.29	33.145	0.03	-0.8235	-0.9975"
"03/06/2025 11:25:06.352	-0.564372	0.127368	0.855952	14.28	35.56	34.055	0.036	-0.834	-1.0065"
"03/06/2025 11:25:06.372	-0.565836	0.170556	0.842532	20.93	39.27	34.055	0.0525	-0.849	-1.002"
"03/06/2025 11:25:06.392	-0.54534	0.200812	0.822036	24.955	42.245	31.745	0.06	-0.843	-0.9915"
"03/06/2025 11:25:06.412	-0.524356	0.217404	0.817644	29.225	43.54	29.575	0.06	-0.843	-0.9915"
"03/06/2025 11:25:06.432	-0.53192	0.254736	0.776164	37.415	47.53	25.2	0.072	-0.8775	-0.9825"
"03/06/2025 11:25:06.452	-0.53436	0.293044	0.753716	45.535	48.895	18.83	0.084	-0.8985	-0.969"
"03/06/2025 11:25:06.472	-0.530212	0.331596	0.70394	48.825	49.875	9.555	0.096	-0.8955	-0.966"
"03/06/2025 11:25:06.492	-0.534848	0.35868	0.666364	49.805	49	-0.455	0.105	-0.9165	-0.951"
"03/06/2025 11:25:06.512	-0.538264	0.416508	0.604144	44.94	45.43	-11.095	0.1125	-0.927	-0.9555"
"03/06/2025 11:25:06.532	-0.559736	0.392108	0.5673	33.39	41.335	-20.58	0.1125	-0.9435	-0.951"
"03/06/2025 11:25:06.552	-0.594628	0.3538	0.506788	22.715	34.685	-30.485	0.1245	-0.9735	-0.942"
"03/06/2025 11:25:06.572	-0.624884	0.346724	0.449448	13.93	24.36	-40.46	0.123	-0.9765	-0.927"
"03/06/2025 11:25:06.592	-0.628788	0.314028	0.422364	4.095	11.585	-48.825	0.1395	-0.984	-0.9225"
"03/06/2025 11:25:06.612	-0.632204	0.254492	0.386008	-1.855	-0.875	-56.84	0.1455	-0.984	-0.9225"
"03/06/2025 11:25:06.632	-0.624396	0.233508	0.360388	-1.855	-14.91	-65.31	0.1455	-0.9795	-0.9285"
"03/06/2025 11:25:06.652	-0.624884	0.202276	0.340136	0.175	-29.435	-73.115	0.1455	-0.9975	-0.924"
"03/06/2025 11:25:06.672	-0.618296	0.165676	0.35136	4.305	-52.22	-81.83	0.1455	-0.9975	-0.924"
"03/06/2025 11:25:06.692	-0.585356	0.109068	0.353556	10.57	-66.675	-89.39	0.135	-0.99	-0.93"
"03/06/2025 11:25:06.712	-0.602436	0.108092	0.334768	19.11	-76.965	-96.25	0.1275	-0.9795	-0.933"
"03/06/2025 11:25:06.732	-0.624152	0.171532	0.312564	16.59	-90.16	-100.205	0.0975	-0.9855	-0.939"
"03/06/2025 11:25:06.752	-0.6832	0.172752	0.339404	-4.06	-102.235	-103.915	0.0975	-0.978	-0.9375"
"03/06/2025 11:25:06.772	-0.700036	0.115168	0.371856	-30.345	-115.01	-110.495	0.075	-0.975	-0.9285"
"03/06/2025 11:25:06.792	-0.68808	0.095404	0.428952	-55.16	-129.185	-117.915	0.063	-0.963	-0.927"
"03/06/2025 11:25:06.812	-0.704428	0.066124	0.491904	-77.42	-134.365	-125.23	0.0315	-0.9555	-0.9465"
"03/06/2025 11:25:06.832	-0.67954	-0.001952	0.610976	-94.64	-138.635	-131.355	0.0165	-0.924	-0.9315"
"03/06/2025 11:25:06.852	-0.673928	-0.050508	0.666608	-104.405	-134.785	-134.505	-0.012	-0.894	-0.939"
"03/06/2025 11:25:06.872	-0.648308	-0.084668	0.792024	-112.42	-128.17	-136.78	-0.0465	-0.867	-0.9465"
"03/06/2025 11:25:06.892	-0.581696	-0.177876	0.826672	-115.885	-118.58	-137.13	-0.078	-0.8355	-0.9495"
"03/06/2025 11:25:06.912	-0.576328	-0.2501	0.901336	-116.55	-99.505	-134.75	-0.087	-0.807	-0.954"
"03/06/2025 11:25:06.932	-0.549976	-0.267912	0.897188	-127.05	-76.65	-131.215	-0.1065	-0.7965	-0.954"
"03/06/2025 11:25:06.952	-0.557296	-0.245464	0.800076	-155.645	-62.405	-126.77	-0.153	-0.7275	-0.9375"
"03/06/2025 11:25:06.972	-0.51484	-0.282796	0.738344	-196.035	-51.835	-122.64	-0.159	-0.711	-0.9165"
"03/06/2025 11:25:06.992	-0.458476	-0.381372	0.659288	-233.8	-42.84	-120.47	-0.1635	-0.6585	-0.921"
"03/06/2025 11:25:07.012	-0.434076	-0.589992	0.569008	-247.415	-32.69	-118.825	-0.1635	-0.6585	-0.921"
"03/06/2025 11:25:07.032	-0.430904	-0.710528	0.500444	-228.13	-24.255	-120.155	-0.189	-0.618	-0.891"
"03/06/2025 11:25:07.052	-0.490684	-0.660752	0.358192	-190.75	-19.285	-120.61	-0.2025	-0.573	-0.888"
"03/06/2025 11:25:07.072	-0.446276	-0.6954	0.319152	-166.775	-29.89	-118.37	-0.2175	-0.543	-0.8535"
"03/06/2025 11:25:07.092	-0.34282	-0.83326	0.367952	-158.9	-43.89	-120.19	-0.225	-0.5205	-0.837"
"03/06/2025 11:25:07.112	-0.236192	-1.040416	0.415288	-142.345	-51.625	-124.11	-0.24	-0.4965	-0.81"
"03/06/2025 11:25:07.132	-0.16226	-1.047248	0.393816	-114.905	-54.95	-122.57	-0.2445	-0.489	-0.783"
"03/06/2025 11:25:07.152	-0.115412	-1.04798	0.30866	-89.11	-58.695	-115.465	-0.2865	-0.4605	-0.7755"
"03/06/2025 11:25:07.172	-0.0244	-1.09922	0.356484	-95.235	-69.79	-101.5	-0.2925	-0.4545	-0.75"
"03/06/2025 11:25:07.192	0.111752	-1.267336	0.394792	-109.97	-71.05	-83.72	-0.324	-0.459	-0.729"
"03/06/2025 11:25:07.212	0.160308	-1.303204	0.415532	-115.955	-63.665	-69.055	-0.324	-0.459	-0.729"
"03/06/2025 11:25:07.232	0.172996	-1.2932	0.32086	-113.365	-53.515	-55.265	-0.384	-0.4575	-0.6645"
"03/06/2025 11:25:07.252	0.17446	-1.292224	0.278892	-104.335	-44.625	-43.61	-0.3885	-0.447	-0.648"
"03/06/2025 11:25:07.272	0.196664	-1.216828	0.269864	-97.195	-39.9	-34.79	-0.4035	-0.435	-0.621"
"03/06/2025 11:25:07.292	0.236924	-1.160708	0.265228	-94.885	-35.595	-28.14	-0.4065	-0.435	-0.612"
"03/06/2025 11:25:07.312	0.27206	-1.1224	0.241316	-95.515	-30.94	-24.605	-0.4425	-0.4245	-0.585"
"03/06/2025 11:25:07.332	0.295972	-1.097024	0.238876	-90.51	-23.835	-23.87	-0.4305	-0.4095	-0.5715"
"03/06/2025 11:25:07.352	0.327204	-1.02968	0.2745	-82.18	-15.155	-26.95	-0.4395	-0.417	-0.558"
"03/06/2025 11:25:07.372	0.316468	-0.785192	0.149328	-72.38	-3.08	-34.125	-0.447	-0.4155	-0.537"
"03/06/2025 11:25:07.392	0.273036	-0.846436	-0.01586	-55.895	2.065	-37.345	-0.4515	-0.4185	-0.5145"
"03/06/2025 11:25:07.412	0.358924	-0.934764	0.049532	-51.345	-9.03	-41.09	-0.45	-0.4185	-0.498"
"03/06/2025 11:25:07.432	0.440176	-0.945744	0.145668	-44.73	-5.495	-51.835	-0.468	-0.414	-0.504"
"03/06/2025 11:25:07.452	0.441396	-0.933056	0.113216	-40.88	9.485	-54.95	-0.468	-0.4155	-0.492"
"03/06/2025 11:25:07.472	0.461648	-1.042368	0.055388	-45.36	19.075	-56.945	-0.468	-0.4155	-0.492"
"03/06/2025 11:25:07.492	0.46238	-1.081896	-0.059536	-25.27	27.755	-58.625	-0.4875	-0.438	-0.48"
"03/06/2025 11:25:07.512	0.474092	-1.159976	-0.077104	5.18	28.315	-57.19	-0.483	-0.438	-0.48"
"03/06/2025 11:25:07.532	0.507276	-1.115324	-0.0732	22.155	22.295	-51.73	-0.4965	-0.4515	-0.468"
"03/06/2025 11:25:07.552	0.50508	-1.076772	-0.032696	24.08	20.475	-46.55	-0.4965	-0.465	-0.48"
"03/06/2025 11:25:07.572	0.474336	-1.061156	-0.02196	12.005	18.585	-37.625	-0.501	-0.474	-0.4785"
"03/06/2025 11:25:07.592	0.445056	-1.073112	-0.027328	-1.925	14.525	-28.105	-0.492	-0.4815	-0.4935"
"03/06/2025 11:25:07.612	0.417728	-1.092144	-0.032208	-11.445	10.535	-18.69	-0.498	-0.48	-0.5025"
"03/06/2025 11:25:07.632	0.380884	-1.085312	-0.04026	-12.32	6.58	-10.85	-0.507	-0.492	-0.4935"
"03/06/2025 11:25:07.652	0.36112	-1.06628	-0.01342	-6.72	3.99	-5.95	-0.492	-0.48	-0.486"
"03/06/2025 11:25:07.672	0.330864	-1.024068	0	2.1	2.8	-3.71	-0.4845	-0.486	-0.489"
"03/06/2025 11:25:07.692	0.307928	-0.986492	-0.014152	13.37	1.54	-3.36	-0.4845	-0.4905	-0.4935"
"03/06/2025 11:25:07.712	0.319396	-0.97356	0.004148	24.64	-1.61	-3.535	-0.486	-0.4875	-0.4995"
"03/06/2025 11:25:07.732	0.365024	-0.913292	0.044164	33.39	-2.975	-5.005	-0.4845	-0.4815	-0.4995"
"03/06/2025 11:25:07.752	0.373076	-0.910364	0.0427	35.595	-0.21	-4.48	-0.4845	-0.4815	-0.4995"
"03/06/2025 11:25:07.772	0.390644	-0.919148	0.059292	37.835	1.365	-4.865	-0.492	-0.489	-0.5085"
"03/06/2025 11:25:07.792	0.419924	-0.969168	0.073688	49.49	5.39	-9.275	-0.507	-0.4935	-0.516"
"03/06/2025 11:25:07.812	0.490928	-0.988688	0.1037	61.355	8.715	-10.885	-0.492	-0.5025	-0.516"
"03/06/2025 11:25:07.832	0.509472	-1.103856	0.113704	87.955	15.96	-9.1	-0.495	-0.5055	-0.5205"
"03/06/2025 11:25:07.852	0.591456	-1.06506	0.27084	113.995	23.59	-11.2	-0.5025	-0.507	-0.537"
"03/06/2025 11:25:07.872	0.646112	-1.061644	0.340624	151.935	39.9	-11.76	-0.474	-0.5265	-0.564"
"03/06/2025 11:25:07.892	0.675392	-1.040904	0.41724	192.78	56.735	-10.045	-0.4785	-0.5295	-0.5715"
"03/06/2025 11:25:07.912	0.667584	-0.850828	0.496052	215.81	74.305	-9.485	-0.4815	-0.555	-0.588"
"03/06/2025 11:25:07.932	0.637816	-0.681004	0.586576	202.685	84.91	-9.73	-0.471	-0.5745	-0.6255"
"03/06/2025 11:25:07.952	0.612196	-0.608292	0.667584	153.02	87.22	-5.88	-0.453	-0.618	-0.645"
"03/06/2025 11:25:07.972	0.574132	-0.552904	0.660996	87.185	87.08	1.505	-0.435	-0.6315	-0.6885"
"03/06/2025 11:25:07.992	0.527772	-0.547048	0.635376	20.86	82.425	7.07	-0.414	-0.6405	-0.69"
"03/06/2025 11:25:08.012	0.482144	-0.596824	0.542656	-58.695	70.77	12.285	-0.414	-0.648	-0.7065"
"03/06/2025 11:25:08.032	0.457988	-0.682468	0.494344	-79.38	66.465	11.655	-0.414	-0.648	-0.7065"
"03/06/2025 11:25:08.052	0.43798	-0.712236	0.426756	-72.345	64.995	8.085	-0.3855	-0.6285	-0.732"
"03/06/2025 11:25:08.072	0.415532	-0.69906	0.378932	-52.36	64.68	1.435	-0.375	-0.6105	-0.7275"
"03/06/2025 11:25:08.092	0.399184	-0.648796	0.33794	-32.935	64.47	-5.775	-0.3525	-0.6	-0.7395"
"03/06/2025 11:25:08.112	0.388204	-0.585356	0.298168	-24.465	63.07	-13.055	-0.351	-0.5925	-0.744"
"03/06/2025 11:25:08.132	0.386252	-0.54412	0.268644	-29.33	59.01	-21.525	-0.3405	-0.5925	-0.75"
"03/06/2025 11:25:08.152	0.404552	-0.558272	0.250832	-40.46	53.9	-29.82	-0.3345	-0.5865	-0.759"
"03/06/2025 11:25:08.172	0.419924	-0.580476	0.22936	-52.36	49.525	-36.89	-0.339	-0.5745	-0.762"
"03/06/2025 11:25:08.192	0.432612	-0.6039	0.232776	-63.385	46.585	-43.855	-0.342	-0.561	-0.753"
"03/06/2025 11:25:08.212	0.452132	-0.621224	0.236436	-72.73	44.205	-49.7	-0.3375	-0.567	-0.7575"
"03/06/2025 11:25:08.232	0.465796	-0.63318	0.2257	-80.955	42.42	-53.62	-0.363	-0.546	-0.7545"
"03/06/2025 11:25:08.252	0.46848	-0.652944	0.20862	-87.5	41.545	-56.63	-0.351	-0.54	-0.756"
"03/06/2025 11:25:08.272	0.437492	-0.682468	0.185196	-91.805	39.935	-62.195	-0.345	-0.5265	-0.7545"
"03/06/2025 11:25:08.292	0.418948	-0.68686	0.18666	-93.94	37.52	-65.975	-0.342	-0.507	-0.7305"
"03/06/2025 11:25:08.312	0.413824	-0.70028	0.164944	-101.535	34.055	-70.63	-0.3465	-0.5115	-0.717"
"03/06/2025 11:25:08.332	0.41846	-0.789096	0.119072	-107.765	31.185	-75.425	-0.3495	-0.498	-0.7245"
"03/06/2025 11:25:08.352	0.436272	-0.888892	0.09882	-104.58	28.63	-80.15	-0.3675	-0.489	-0.7005"
"03/06/2025 11:25:08.372	0.460428	-0.946964	0.1159	-89.88	27.37	-86.135	-0.3645	-0.483	-0.7035"
"03/06/2025 11:25:08.392	0.449936	-0.975756	0.102236	-68.845	29.505	-89.88	-0.369	-0.483	-0.699"
"03/06/2025 11:25:08.412	0.434076	-0.965264	0.083692	-53.095	29.47	-90.195	-0.366	-0.483	-0.702"
"03/06/2025 11:25:08.432	0.442616	-0.96746	0.078324	-49.735	24.395	-88.62	-0.3705	-0.492	-0.699"
"03/06/2025 11:25:08.452	0.458232	-0.998936	0.063196	-53.165	18.9	-85.68	-0.3735	-0.492	-0.693"
"03/06/2025 11:25:08.472	0.464576	-1.028216	0.046848	-53.515	15.82	-81.235	-0.3705	-0.498	-0.693"
"03/06/2025 11:25:08.492	0.471896	-1.047736	0.06344	-47.915	12.67	-77.21	-0.3705	-0.498	-0.693"
"03/06/2025 11:25:08.512	0.481656	-1.05896	0.077592	-43.645	9.38	-71.645	-0.3795	-0.5025	-0.684"
"03/06/2025 11:25:08.532	0.473116	-1.067744	0.0793	-32.13	6.195	-65.73	-0.3915	-0.504	-0.6795"
"03/06/2025 11:25:08.552	0.489952	-1.036512	0.09516	-21.14	2.94	-56.49	-0.3915	-0.504	-0.6795"
"03/06/2025 11:25:08.572	0.518012	-1.024312	0.12932	-9.835	0	-49.805	-0.408	-0.5235	-0.6855"
"03/06/2025 11:25:08.592	0.510448	-0.991616	0.172752	1.89	0.77	-43.47	-0.4185	-0.531	-0.687"
"03/06/2025 11:25:08.612	0.511668	-0.9638	0.217404	15.75	2.065	-39.48	-0.42	-0.5565	-0.6885"
"03/06/2025 11:25:08.632	0.545096	-0.928176	0.246196	31.955	2.345	-37.555	-0.429	-0.555	-0.6795"
"03/06/2025 11:25:08.652	0.57706	-0.88572	0.276696	50.995	5.18	-36.995	-0.4515	-0.558	-0.6975"
"03/06/2025 11:25:08.672	0.605608	-0.85644	0.29768	71.995	11.025	-38.22	-0.447	-0.5745	-0.696"
"03/06/2025 11:25:08.692	0.638304	-0.837164	0.319152	95.34	17.885	-41.405	-0.453	-0.5835	-0.6945"
"03/06/2025 11:25:08.712	0.681492	-0.782264	0.345748	115.255	22.715	-43.68	-0.4425	-0.609	-0.693"
"03/06/2025 11:25:08.732	0.727608	-0.711748	0.373564	126.455	24.955	-46.34	-0.45	-0.6345	-0.7155"
"03/06/2025 11:25:08.752	0.746396	-0.653188	0.406748	128.415	27.23	-48.475	-0.4485	-0.66	-0.7125"
"03/06/2025 11:25:08.772	0.745176	-0.609512	0.44164	124.985	28.875	-48.265	-0.456	-0.6705	-0.7275"
"03/06/2025 11:25:08.792	0.747616	-0.530944	0.47702	116.515	27.895	-45.08	-0.456	-0.6975	-0.738"
"03/06/2025 11:25:08.812	0.786412	-0.442372	0.542412	92.33	23.73	-40.18	-0.456	-0.6975	-0.738"
"03/06/2025 11:25:08.832	0.801296	-0.401868	0.571936	67.2	22.68	-35.035	-0.456	-0.6975	-0.738"
"03/06/2025 11:25:08.852	0.815936	-0.377956	0.587796	37.135	22.015	-29.26	-0.4455	-0.7425	-0.7455"
"03/06/2025 11:25:08.872	0.81862	-0.381372	0.578036	8.155	22.26	-23.555	-0.423	-0.7695	-0.759"
"03/06/2025 11:25:08.892	0.81252	-0.389668	0.560712	-13.895	24.36	-19.11	-0.4245	-0.777	-0.756"
"03/06/2025 11:25:08.912	0.779092	-0.380396	0.529968	-29.89	28.175	-15.47	-0.4305	-0.777	-0.753"
"03/06/2025 11:25:08.932	0.772992	-0.376492	0.469212	-42.77	30.555	-15.295	-0.4395	-0.7695	-0.768"
"03/06/2025 11:25:08.952	0.782752	-0.366488	0.40016	-55.23	32.235	-18.76	-0.4215	-0.765	-0.7665"
"03/06/2025 11:25:08.972	0.719068	-0.327448	0.389912	-73.78	34.405	-22.54	-0.411	-0.7485	-0.7725"
"03/06/2025 11:25:08.992	0.642208	-0.365512	0.3538	-99.19	33.075	-28.525	-0.393	-0.7515	-0.7815"
"03/06/2025 11:25:09.012	0.635132	-0.465308	0.354044	-121.52	24.92	-34.93	-0.402	-0.741	-0.771"
"03/06/2025 11:25:09.032	0.663436	-0.645136	0.332572	-129.57	17.01	-40.95	-0.381	-0.7245	-0.7755"
"03/06/2025 11:25:09.052	0.704672	-0.813984	0.337452	-105.595	13.895	-45.185	-0.3915	-0.6975	-0.7665"
"03/06/2025 11:25:09.072	0.691008	-0.874008	0.322324	-18.9	20.055	-44.065	-0.4065	-0.693	-0.7665"
"03/06/2025 11:25:09.092	0.683932	-0.72224	0.325008	31.675	20.37	-37.59	-0.4065	-0.693	-0.7665"
"03/06/2025 11:25:09.112	0.651236	-0.5734	0.344284	45.36	15.68	-28.63	-0.396	-0.684	-0.768"
"03/06/2025 11:25:09.132	0.6527	-0.50996	0.389424	22.19	4.69	-17.325	-0.4005	-0.6915	-0.774"
"03/06/2025 11:25:09.152	0.7259	-0.572424	0.398208	-15.05	-7.455	-9.065	-0.3885	-0.7005	-0.7665"
"03/06/2025 11:25:09.172	0.801784	-0.66856	0.38186	-41.16	-15.26	0.28	-0.39	-0.69	-0.777"
"03/06/2025 11:25:09.192	0.811788	-0.744444	0.371856	-44.415	-17.255	6.125	-0.3915	-0.6855	-0.7725"
"03/06/2025 11:25:09.212	0.80764	-0.79056	0.387716	-27.58	-16.555	7.35	-0.396	-0.654	-0.774"
"03/06/2025 11:25:09.232	0.820084	-0.792512	0.393816	-1.715	-15.89	6.895	-0.396	-0.651	-0.7695"
"03/06/2025 11:25:09.252	0.85278	-0.771284	0.397964	23.835	-14.14	6.65	-0.39	-0.6375	-0.765"
"03/06/2025 11:25:09.272	0.871812	-0.72346	0.40382	44.135	-9.135	7.385	-0.378	-0.645	-0.765"
"03/06/2025 11:25:09.292	0.902556	-0.677588	0.42944	56.735	-3.36	9.975	-0.384	-0.648	-0.771"
"03/06/2025 11:25:09.312	0.899384	-0.589504	0.431148	55.93	3.815	16.59	-0.3825	-0.657	-0.7815"
"03/06/2025 11:25:09.332	0.863516	-0.5185	0.411628	40.985	10.92	24.185	-0.384	-0.669	-0.7935"
"03/06/2025 11:25:09.352	0.786168	-0.4453	0.36722	4.165	19.88	35.315	-0.384	-0.6735	-0.792"
"03/06/2025 11:25:09.372	0.725168	-0.459452	0.342088	-20.195	22.61	40.04	-0.3825	-0.672	-0.8145"
"03/06/2025 11:25:09.392	0.670756	-0.471408	0.322324	-37.625	21.385	43.47	-0.366	-0.6555	-0.8025"
"03/06/2025 11:25:09.412	0.615612	-0.480924	0.30134	-47.18	18.515	44.835	-0.357	-0.6495	-0.8205"
