time,ax,ay,az,gx,gy,gz,mx,my,mz,Label
03/21/2025 10:29:44.475,0.93208,-0.373808,0.12322,-1.19,-0.28,-1.54,-0.594,-0.7965,-1.431,0
03/21/2025 10:29:44.495,0.93086,-0.368684,0.124196,-0.665,-0.56,-1.33,-0.6045,-0.7755,-1.4055,0
03/21/2025 10:29:44.515,0.937204,-0.375272,0.121756,-1.085,-0.945,-1.26,-0.633,-0.807,-1.389,0
03/21/2025 10:29:44.535,0.939156,-0.369904,0.129076,-0.77,-0.98,-1.4,-0.6285,-0.8115,-1.425,0
03/21/2025 10:29:44.555,0.935984,-0.370636,0.130296,0.21,-0.77,-1.82,-0.624,-0.822,-1.404,0
03/21/2025 10:29:44.575,0.935008,-0.365024,0.138592,0.875,-0.63,-2.275,-0.594,-0.8235,-1.3995,0
03/21/2025 10:29:44.595,0.935496,-0.378444,0.130296,-0.28,-0.14,-2.065,-0.624,-0.801,-1.4055,0
03/21/2025 10:29:44.615,0.933544,-0.381128,0.131272,-1.435,0.14,-1.435,-0.624,-0.78,-1.4115,0
03/21/2025 10:29:44.635,0.93086,-0.380884,0.12444,-1.33,0.245,-0.735,-0.609,-0.807,-1.41,0
03/21/2025 10:29:44.655,0.931592,-0.381616,0.12444,-0.35,0.14,-0.21,-0.624,-0.822,-1.404,0
03/21/2025 10:29:44.675,0.938424,-0.37088,0.129564,0.49,-0.035,0.07,-0.6285,-0.822,-1.4205,0
03/21/2025 10:29:44.695,0.939644,-0.373564,0.13176,-0.56,0.105,0.49,-0.618,-0.822,-1.4205,0
03/21/2025 10:29:44.715,0.936228,-0.377224,0.122976,-1.925,0.56,0.91,-0.618,-0.801,-1.41,0
03/21/2025 10:29:44.735,0.93208,-0.371368,0.12688,-2.345,0.875,1.19,-0.633,-0.8175,-1.395,0
03/21/2025 10:29:44.755,0.936716,-0.374296,0.119804,-2.485,0.84,1.33,-0.6285,-0.828,-1.3845,0
03/21/2025 10:29:44.775,0.929884,-0.366976,0.122976,-1.085,0.595,0.945,-0.648,-0.8265,-1.4355,0
03/21/2025 10:29:44.795,0.9394,-0.360144,0.123708,-0.84,0.42,0.525,-0.648,-0.8265,-1.4355,0
03/21/2025 10:29:44.815,0.936228,-0.36112,0.118584,-0.875,0.35,-0.105,-0.609,-0.8175,-1.38,0
03/21/2025 10:29:44.835,0.927444,-0.3721,0.121268,0.105,0.105,-0.245,-0.6135,-0.8175,-1.41,0
03/21/2025 10:29:44.855,0.943792,-0.359412,0.127856,0.455,-0.07,-0.665,-0.5895,-0.828,-1.395,0
03/21/2025 10:29:44.875,0.94184,-0.364292,0.125904,-0.035,-0.035,-0.875,-0.6375,-0.816,-1.4205,0
03/21/2025 10:29:44.895,0.933788,-0.363072,0.123708,0.28,0.07,-0.63,-0.6045,-0.7965,-1.395,0
03/21/2025 10:29:44.915,0.937204,-0.354776,0.123952,0.21,0.07,-0.665,-0.6135,-0.8115,-1.41,0
03/21/2025 10:29:44.935,0.9394,-0.359168,0.120292,-0.735,0.105,-0.875,-0.6045,-0.792,-1.4055,0
03/21/2025 10:29:44.955,0.947696,-0.36112,0.122244,-0.98,0,-1.155,-0.624,-0.7965,-1.395,0
03/21/2025 10:29:44.975,0.941596,-0.348432,0.122244,-0.105,0,-1.435,-0.633,-0.8265,-1.41,0
03/21/2025 10:29:44.995,0.941596,-0.355752,0.126636,0.21,-0.315,-1.75,-0.6375,-0.816,-1.4355,0
03/21/2025 10:29:45.015,0.93696,-0.36478,0.124196,-0.35,-0.665,-2.38,-0.6195,-0.801,-1.4055,0
03/21/2025 10:29:45.035,0.931592,-0.35624,0.122976,0.77,-0.735,-3.115,-0.594,-0.792,-1.4055,0
03/21/2025 10:29:45.055,0.926956,-0.3599,0.128588,2.345,-0.875,-3.64,-0.624,-0.8175,-1.4055,0
03/21/2025 10:29:45.075,0.939156,-0.340868,0.133956,2.345,-0.91,-4.165,-0.633,-0.816,-1.4145,0
03/21/2025 10:29:45.095,0.965508,-0.35746,0.129808,-0.35,-0.35,-3.85,-0.633,-0.816,-1.4145,0
03/21/2025 10:29:45.115,0.935496,-0.331596,0.122732,-1.505,0.63,-3.22,-0.633,-0.816,-1.4145,0
03/21/2025 10:29:45.135,0.975512,-0.354044,0.125416,-3.605,-0.21,-2.555,-0.6285,-0.8265,-1.44,0
03/21/2025 10:29:45.155,0.956968,-0.353312,0.127856,-1.995,-0.49,-3.605,-0.6135,-0.8115,-1.4055,0
03/21/2025 10:29:45.175,0.940132,-0.353312,0.128588,1.68,-1.75,-4.515,-0.633,-0.822,-1.4145,0
03/21/2025 10:29:45.195,0.938912,-0.348188,0.1342,3.955,-2.66,-5.005,-0.6285,-0.8475,-1.389,0
03/21/2025 10:29:45.215,0.946232,-0.331596,0.130784,4.515,-2.73,-5.005,-0.6285,-0.816,-1.4205,0
03/21/2025 10:29:45.235,0.948184,-0.32696,0.142008,3.675,-2.065,-5.495,-0.6225,-0.843,-1.419,0
03/21/2025 10:29:45.255,0.93208,-0.332572,0.130296,3.36,-0.98,-7.14,-0.6435,-0.8265,-1.404,0
03/21/2025 10:29:45.275,0.915244,-0.33428,0.12566,3.92,-0.105,-8.89,-0.6285,-0.8265,-1.4355,0
03/21/2025 10:29:45.295,0.91256,-0.336232,0.120292,4.445,0.665,-10.71,-0.633,-0.8415,-1.419,0
03/21/2025 10:29:45.315,0.964044,-0.330132,0.116632,5.215,0.77,-12.11,-0.6435,-0.837,-1.419,0
03/21/2025 10:29:45.335,0.978684,-0.323056,0.1098,4.48,1.435,-12.6,-0.648,-0.8685,-1.398,0
03/21/2025 10:29:45.355,0.976,-0.331596,0.105652,1.96,1.295,-12.005,-0.6465,-0.8565,-1.434,0
