time,ax,ay,az,gx,gy,gz,mx,my,mz,Label
05/22/2025 13:40:50.413,0.393572,-0.457744,0.846436,-14.56,5.18,-4.9,-1.0365,-1.449,-1.6125,0
05/22/2025 13:40:50.433,0.397232,-0.464576,0.79788,-21.84,0.665,-5.39,-1.047,-1.4595,-1.5975,0
05/22/2025 13:40:50.453,0.39406,-0.481168,0.750056,-18.375,-2.345,-4.935,-1.0515,-1.452,-1.6125,0
05/22/2025 13:40:50.473,0.369904,-0.410896,0.705648,-9.52,-6.685,-5.81,-1.029,-1.437,-1.6005,0
05/22/2025 13:40:50.493,0.393816,-0.493124,0.715896,-9.905,-11.2,-7.245,-1.029,-1.4445,-1.605,0
05/22/2025 13:40:50.513,0.41236,-0.422852,0.751032,-4.025,-12.25,-7.175,-1.056,-1.44,-1.617,0
05/22/2025 13:40:50.533,0.412604,-0.499468,0.792268,-3.185,-11.375,-4.9,-1.0515,-1.4295,-1.5975,0
05/22/2025 13:40:50.553,0.403576,-0.506788,0.8052,-1.19,-8.47,-3.885,-1.071,-1.4445,-1.6095,0
05/22/2025 13:40:50.573,0.411384,-0.499468,0.81984,-1.54,-6.055,-1.715,-1.0515,-1.4565,-1.605,0
05/22/2025 13:40:50.593,0.423584,-0.523136,0.843752,-2.17,-2.835,-0.665,-1.0635,-1.4325,-1.5975,0
05/22/2025 13:40:50.613,0.413824,-0.49288,0.812032,-1.96,-1.295,0.14,-1.0635,-1.4325,-1.5975,0
05/22/2025 13:40:50.633,0.407968,-0.483852,0.785192,-2.905,-1.47,0.735,-1.014,-1.449,-1.593,0
05/22/2025 13:40:50.653,0.410896,-0.481412,0.779092,-2.03,-1.505,1.645,-1.014,-1.4685,-1.5765,0
05/22/2025 13:40:50.673,0.416996,-0.493368,0.773724,-1.12,-2.345,3.08,-1.029,-1.4565,-1.596,0
05/22/2025 13:40:50.693,0.409188,-0.475068,0.766404,1.96,-2.45,4.13,-1.0065,-1.5135,-1.599,0
05/22/2025 13:40:50.713,0.404552,-0.47946,0.778116,1.575,-2.94,5.005,-1.0035,-1.4865,-1.6035,0
05/22/2025 13:40:50.733,0.39162,-0.406504,0.798856,1.925,-3.15,3.955,-0.999,-1.491,-1.6035,0
05/22/2025 13:40:50.753,0.413092,-0.44652,0.7991,-2.765,-3.36,2.345,-0.984,-1.4985,-1.6215,0
05/22/2025 13:40:50.773,0.415288,-0.469212,0.796904,-1.295,-2.975,0.63,-0.9855,-1.491,-1.629,0
05/22/2025 13:40:50.793,0.421632,-0.49288,0.831064,-0.455,-2.1,0.595,-0.9855,-1.491,-1.626,0
05/22/2025 13:40:50.813,0.429196,-0.51362,0.81374,-0.21,-1.435,1.085,-0.9705,-1.4835,-1.6215,0
05/22/2025 13:40:50.833,0.414312,-0.534604,0.793,3.15,-1.155,1.785,-0.9975,-1.4835,-1.653,0
05/22/2025 13:40:50.853,0.417484,-0.514596,0.773724,5.88,-2.31,3.325,-1.008,-1.491,-1.653,0
05/22/2025 13:40:50.873,0.409676,-0.531432,0.778116,6.755,-3.465,5.53,-0.9735,-1.494,-1.644,0
05/22/2025 13:40:50.893,0.393084,-0.528992,0.754936,8.75,-4.9,6.37,-1.0005,-1.506,-1.6755,0
05/22/2025 13:40:50.913,0.38918,-0.528748,0.724192,9.835,-7.455,7.63,-0.9855,-1.4715,-1.656,0
05/22/2025 13:40:50.933,0.394792,-0.504348,0.722484,9.275,-9.695,9.205,-0.9975,-1.4985,-1.6635,0
05/22/2025 13:40:50.953,0.39406,-0.483852,0.735904,7.14,-9.59,9.905,-1.0095,-1.449,-1.6605,0
05/22/2025 13:40:50.973,0.399184,-0.466284,0.747372,7.14,-7.735,9.555,-1.008,-1.467,-1.6635,0
05/22/2025 13:40:50.993,0.393572,-0.423096,0.729072,6.23,-6.475,7.91,-1.023,-1.464,-1.6725,0
05/22/2025 13:40:51.013,0.405772,-0.313052,0.817156,3.15,1.505,3.885,-1.0005,-1.464,-1.656,0
05/22/2025 13:40:51.033,0.395768,-0.371368,0.813496,-8.19,3.92,-3.605,-1.0305,-1.4565,-1.6695,0
05/22/2025 13:40:51.053,0.4209,-0.391864,0.830332,-11.97,2.555,-8.96,-1.0125,-1.4595,-1.6725,0
05/22/2025 13:40:51.073,0.439688,-0.45872,0.855952,-16.73,2.87,-12.145,-0.9825,-1.446,-1.653,0
05/22/2025 13:40:51.093,0.4514,-0.50752,0.865468,-14.63,1.47,-12.74,-0.9855,-1.4415,-1.6455,0
05/22/2025 13:40:51.113,0.448472,-0.524112,0.823012,-5.495,-0.56,-9.94,-1.0125,-1.4415,-1.6605,0
05/22/2025 13:40:51.133,0.436028,-0.520696,0.778848,6.125,-5.005,-4.48,-0.9945,-1.4595,-1.6755,0
05/22/2025 13:40:51.153,0.452132,-0.506788,0.735172,12.11,-7.56,-1.575,-0.9945,-1.4595,-1.6755,0
05/22/2025 13:40:51.173,0.439932,-0.451644,0.708088,17.01,-7.665,1.015,-1.0125,-1.464,-1.668,0
05/22/2025 13:40:51.193,0.43188,-0.383812,0.684176,19.25,-8.26,1.855,-0.978,-1.476,-1.641,0
05/22/2025 13:40:51.213,0.449204,-0.399428,0.709552,18.27,-7.805,0.595,-0.99,-1.464,-1.653,0
05/22/2025 13:40:51.233,0.448228,-0.412848,0.769332,13.09,-7.07,-2.1,-1.005,-1.4415,-1.653,0
05/22/2025 13:40:51.253,0.45994,-0.436028,0.79178,6.895,-6.055,-3.36,-0.9705,-1.4865,-1.644,0
05/22/2025 13:40:51.273,0.463112,-0.468968,0.788364,4.515,-4.83,-4.305,-1.0455,-1.4595,-1.635,0
05/22/2025 13:40:51.293,0.47336,-0.457744,0.792024,3.045,-4.69,-4.305,-1.0305,-1.4865,-1.65,0
05/22/2025 13:40:51.313,0.465796,-0.444568,0.779824,2.31,-5.075,-2.66,-1.056,-1.485,-1.65,0
05/22/2025 13:40:51.333,0.462868,-0.44042,0.758352,2.94,-5.775,-0.875,-1.041,-1.4895,-1.6605,0
05/22/2025 13:40:51.353,0.476044,-0.433344,0.774212,5.53,-5.565,0.49,-1.056,-1.4745,-1.635,0
05/22/2025 13:40:51.373,0.476288,-0.41236,0.76494,4.76,-5.39,1.33,-1.068,-1.4475,-1.6665,0
05/22/2025 13:40:51.393,0.471896,-0.411872,0.759572,3.85,-4.655,0.875,-1.0815,-1.4445,-1.629,0
05/22/2025 13:40:51.413,0.452376,-0.427976,0.776652,3.99,-4.795,-0.035,-1.0815,-1.4445,-1.629,0
05/22/2025 13:40:51.433,0.474092,-0.454328,0.783484,4.515,-5.46,-0.385,-1.0815,-1.4445,-1.629,0
