time,ax,ay,az,gx,gy,gz,mx,my,mz,Label
06/19/2025 10:45:26.605,0.926468,0.093208,0.351604,2.1,-1.295,1.89,-0.888,-1.428,-0.4065,0
06/19/2025 10:45:26.625,0.921832,0.096624,0.347944,2.345,-0.91,1.96,-0.888,-1.425,-0.39,0
06/19/2025 10:45:26.645,0.92842,0.09394,0.343552,2.66,-1.26,2.45,-0.8805,-1.4385,-0.4035,0
06/19/2025 10:45:26.665,0.92964,0.097356,0.345016,3.255,-0.665,2.66,-0.897,-1.404,-0.402,0
06/19/2025 10:45:26.685,0.929396,0.105408,0.348432,3.605,-0.315,2.695,-0.867,-1.407,-0.4125,0
06/19/2025 10:45:26.705,0.931836,0.101992,0.34648,3.43,-0.385,2.87,-0.888,-1.3935,-0.4035,0
06/19/2025 10:45:26.725,0.929396,0.102724,0.345748,3.605,-0.525,2.765,-0.8595,-1.4025,-0.423,0
06/19/2025 10:45:26.745,0.928176,0.101016,0.34282,3.675,-0.63,2.415,-0.8415,-1.398,-0.4035,0
06/19/2025 10:45:26.765,0.92354,0.104676,0.346724,3.36,-0.595,1.89,-0.849,-1.3935,-0.402,0
06/19/2025 10:45:26.785,0.92842,0.106628,0.345992,3.185,-0.42,1.435,-0.834,-1.3785,-0.3915,0
06/19/2025 10:45:26.805,0.922076,0.107116,0.344284,2.87,-0.28,0.91,-0.846,-1.356,-0.3915,0
06/19/2025 10:45:26.825,0.933788,0.112972,0.349164,2.24,-0.56,0.56,-0.8355,-1.3485,-0.3915,0
06/19/2025 10:45:26.845,0.92598,0.10858,0.348188,1.54,-0.385,0.245,-0.81,-1.35,-0.378,0
06/19/2025 10:45:26.865,0.930372,0.101016,0.349652,0.91,-0.595,0.21,-0.8025,-1.35,-0.366,0
06/19/2025 10:45:26.885,0.92964,0.096136,0.348432,1.505,-0.21,0.175,-0.7875,-1.362,-0.3435,0
06/19/2025 10:45:26.905,0.931348,0.10004,0.346968,2.765,0.14,-0.035,-0.777,-1.368,-0.3315,0
06/19/2025 10:45:26.925,0.933544,0.103456,0.35136,3.36,0.245,0,-0.786,-1.344,-0.3285,0
06/19/2025 10:45:26.945,0.92476,0.100528,0.345992,3.22,0.385,-0.35,-0.798,-1.3305,-0.345,0
06/19/2025 10:45:26.965,0.921588,0.101748,0.346724,2.835,0.28,-0.63,-0.7725,-1.3365,-0.321,0
06/19/2025 10:45:26.985,0.921588,0.100528,0.342576,2.17,0.105,-0.63,-0.768,-1.3425,-0.315,0
06/19/2025 10:45:27.005,0.920124,0.100528,0.350384,1.47,0.07,-0.455,-0.7695,-1.3455,-0.3075,0
06/19/2025 10:45:27.025,0.922808,0.101748,0.341844,0.14,-0.175,0.105,-0.7695,-1.353,-0.297,0
06/19/2025 10:45:27.045,0.918172,0.099308,0.34038,-0.525,-0.315,0.28,-0.7695,-1.353,-0.297,0
06/19/2025 10:45:27.065,0.928176,0.101016,0.343796,-1.4,-0.875,0.28,-0.7665,-1.3605,-0.291,0
06/19/2025 10:45:27.085,0.929884,0.09882,0.338916,-2.275,-1.295,0.28,-0.762,-1.359,-0.2895,0
06/19/2025 10:45:27.105,0.929152,0.09857599,0.338672,-2.345,-1.225,0.245,-0.768,-1.338,-0.2925,0
06/19/2025 10:45:27.125,0.92842,0.10248,0.343308,-2.24,-1.225,0.175,-0.7755,-1.3365,-0.294,0
06/19/2025 10:45:27.145,0.932568,0.099308,0.344284,-2.765,-1.295,0.07,-0.7665,-1.356,-0.2805,0
06/19/2025 10:45:27.165,0.936472,0.10248,0.338428,-2.94,-1.4,0,-0.756,-1.365,-0.2805,0
06/19/2025 10:45:27.185,0.934276,0.096868,0.345748,-2.695,-1.505,-0.07,-0.7545,-1.3695,-0.273,0
