timestamp,probability,energy,frequency,Q_energies
9.966971481000076,0.65243036,0.07426542783660738,0.7000000000000001,0.0
10.967002064378011,0.61127454,0.07923240032695157,0.7000000000000001,0.0
11.967032647755945,0.68130153,0.07920483151780199,0.7000000000000001,0.0
12.96706323113388,0.5268112,0.09665552965561489,0.7000000000000001,0.0
13.967093814511813,0.60505605,0.09590841803232084,0.7000000000000001,0.0
14.967124397889748,0.47076607,0.09296563790101076,0.5,0.0
15.967154981267681,0.6819242,0.07610608126459373,0.5,0.0
16.967185564645614,0.87700427,0.07755619569649112,0.5,0.0
17.96721614802355,0.85405624,0.07702665226142694,0.5,0.0
18.967246731401485,0.9211608,0.07683153109383385,0.5,0.0
19.967277314779416,0.89800894,0.09948741616436306,0.5,0.0
20.96730789815735,0.94745827,0.09573333680829077,0.5,0.0
21.967338481535286,0.97427434,0.09561391250379313,0.5,0.0
22.96736906491322,0.9836749,0.07790006109327155,3.4000000000000004,0.0
23.967399648291153,0.958174,0.08554349512764614,3.4000000000000004,0.0
24.967430231669088,0.9551125,0.08799723110226766,1.7000000000000002,0.0
25.967460815047023,0.9387385,0.08758306173607042,1.7000000000000002,0.0
26.967491398424958,0.9399007,0.08425518597875467,1.7000000000000002,0.0
27.96752198180289,0.952683,0.08406572265320814,1.7000000000000002,0.0
28.967552565180824,0.8547503,0.08351948271727334,1.7000000000000002,0.0
29.96758314855876,0.9440046,0.04847799242530853,0.5,0.0
30.967613731936694,0.98170125,0.04833293111245149,0.4,0.0
31.967644315314626,0.97987133,0.04898211076370086,0.30000000000000004,0.0
32.96767489869256,0.9569316,0.04932412294281559,0.30000000000000004,0.0
33.96770548207049,0.89800847,0.033171420790947745,0.6000000000000001,0.0
34.96773606544843,0.88744015,0.014720899127224144,0.8,0.0
35.96776664882636,0.919497,0.016887681389169767,1.7000000000000002,0.0
36.9677972322043,0.8696717,0.01770561770083859,0.8,0.0
37.96782781558223,0.86157787,0.037364538357927246,0.6000000000000001,0.0
38.96785839896017,0.7111317,0.04709519727476596,1.7000000000000002,0.0
39.9678889823381,0.7942138,0.048915609477757555,2.0,0.0
40.96791956571603,0.6992528,0.05074559435742321,1.7000000000000002,0.0
41.967950149093966,0.5346357,0.051402051373177896,1.7000000000000002,0.0
42.9679807324719,0.3706067,0.058419418524216726,1.7000000000000002,0.0
43.968011315849836,0.5096493,0.0806215978958574,1.3,0.0
44.96804189922777,0.30800638,0.08642118267995645,1.3,0.0
45.968072482605706,0.362647,0.08689609375116761,1.3,0.0
46.96810306598364,0.34281898,0.08772995210784508,1.3,0.0
47.96813364936157,0.50018555,0.08199151824739129,1.3,0.0
