time,ax,ay,az,gx,gy,gz,mx,my,mz,Label
05/08/2025 16:14:53.513,0.948428,-0.17934,0.25742,0.77,1.19,-0.875,-0.7065,-1.329,-0.6465,0
05/08/2025 16:14:53.533,0.947696,-0.181536,0.250344,0.525,1.015,-0.91,-0.7065,-1.326,-0.66,0
05/08/2025 16:14:53.553,0.942572,-0.180316,0.2562,0.42,0.875,-1.05,-0.702,-1.3065,-0.6465,0
05/08/2025 16:14:53.573,0.945988,-0.178852,0.254492,0.56,0.735,-1.435,-0.702,-1.3065,-0.6465,0
05/08/2025 16:14:53.593,0.948672,-0.177388,0.248636,0.525,0.455,-1.575,-0.705,-1.3035,-0.66,0
05/08/2025 16:14:53.613,0.953064,-0.17812,0.25376,0.28,0.245,-1.715,-0.6975,-1.299,-0.657,0
05/08/2025 16:14:53.633,0.945988,-0.178364,0.256932,0.175,-0.07,-1.96,-0.702,-1.296,-0.642,0
05/08/2025 16:14:53.653,0.946232,-0.184464,0.258396,0.35,-0.35,-2.1,-0.69,-1.278,-0.6435,0
05/08/2025 16:14:53.673,0.942572,-0.182024,0.255712,0.945,-0.595,-2.1,-0.6885,-1.2735,-0.657,0
05/08/2025 16:14:53.693,0.939888,-0.177632,0.251564,1.54,-0.665,-2.135,-0.6705,-1.269,-0.657,0
05/08/2025 16:14:53.713,0.941596,-0.173972,0.259616,1.575,-0.665,-2.17,-0.675,-1.2705,-0.6465,0
05/08/2025 16:14:53.733,0.936716,-0.180316,0.259372,1.365,-0.63,-2.24,-0.681,-1.263,-0.633,0
05/08/2025 16:14:53.753,0.938668,-0.177632,0.257908,1.19,-0.385,-2.065,-0.684,-1.296,-0.6195,0
05/08/2025 16:14:53.773,0.942084,-0.183,0.258396,1.33,-0.14,-1.96,-0.6975,-1.2855,-0.6195,0
05/08/2025 16:14:53.793,0.952088,-0.183488,0.25986,1.26,0.14,-1.645,-0.687,-1.2855,-0.6015,0
05/08/2025 16:14:53.813,0.945256,-0.17934,0.255956,0.84,0.665,-1.26,-0.69,-1.2675,-0.5985,0
05/08/2025 16:14:53.833,0.9516,-0.184708,0.25498,-0.455,0.84,-0.525,-0.6825,-1.2735,-0.5985,0
05/08/2025 16:14:53.853,0.942084,-0.180804,0.251564,-1.4,1.295,0,-0.684,-1.2735,-0.5805,0
05/08/2025 16:14:53.873,0.941352,-0.18544,0.256932,-1.855,0.805,0.42,-0.693,-1.2885,-0.57,0
05/08/2025 16:14:53.893,0.94062,-0.1891,0.256444,-1.225,0.245,0.63,-0.6945,-1.2705,-0.5835,0
05/08/2025 16:14:53.913,0.944768,-0.18544,0.255956,0.14,-0.14,0.7,-0.699,-1.275,-0.576,0
05/08/2025 16:14:53.933,0.947452,-0.183976,0.255956,1.12,-0.315,0.77,-0.6795,-1.269,-0.573,0
05/08/2025 16:14:53.953,0.949892,-0.17934,0.256932,1.155,-0.525,1.015,-0.6795,-1.269,-0.573,0
05/08/2025 16:14:53.973,0.954772,-0.177144,0.262544,0.595,-0.385,1.085,-0.687,-1.269,-0.5835,0
05/08/2025 16:14:53.993,0.948428,-0.170068,0.268156,-0.42,-0.175,1.295,-0.6735,-1.2795,-0.5775,0
05/08/2025 16:14:54.013,0.9455,-0.173728,0.265228,-1.61,-0.14,1.435,-0.684,-1.26,-0.585,0
05/08/2025 16:14:54.033,0.94306,-0.179584,0.262544,-2.1,-0.42,1.435,-0.69,-1.2705,-0.6015,0
05/08/2025 16:14:54.053,0.947208,-0.177388,0.260348,-1.435,-0.77,1.085,-0.6795,-1.284,-0.588,0
05/08/2025 16:14:54.073,0.939644,-0.176168,0.259372,-0.595,-0.735,0.7,-0.6765,-1.287,-0.612,0
05/08/2025 16:14:54.093,0.94794,-0.176168,0.262056,0.875,-1.54,-0.77,-0.6945,-1.278,-0.615,0
05/08/2025 16:14:54.113,0.942816,-0.177388,0.260104,1.96,-1.995,-1.96,-0.6945,-1.278,-0.615,0
05/08/2025 16:14:54.133,0.95038,-0.178608,0.262788,2.94,-2.485,-2.8,-0.687,-1.2705,-0.6015,0
05/08/2025 16:14:54.153,0.949648,-0.187392,0.26108,3.71,-2.555,-3.325,-0.6825,-1.284,-0.612,0
05/08/2025 16:14:54.173,0.955016,-0.186172,0.263276,4.165,-2.555,-3.29,-0.675,-1.284,-0.6255,0
05/08/2025 16:14:54.193,0.955016,-0.18178,0.264496,3.815,-2.24,-2.8,-0.6945,-1.281,-0.6045,0
05/08/2025 16:14:54.213,0.956968,-0.182512,0.26108,2.94,-1.61,-2.03,-0.702,-1.2855,-0.609,0
05/08/2025 16:14:54.233,0.95404,-0.183244,0.262056,2.065,-0.91,-1.05,-0.696,-1.296,-0.5985,0
05/08/2025 16:14:54.253,0.957944,-0.18788,0.2562,1.26,-0.385,-0.175,-0.6855,-1.302,-0.5955,0
05/08/2025 16:14:54.273,0.95282,-0.179584,0.252296,0.665,0.035,0.21,-0.702,-1.3005,-0.6075,0
05/08/2025 16:14:54.293,0.953308,-0.173484,0.254492,0.21,0.385,0.385,-0.696,-1.299,-0.615,0
05/08/2025 16:14:54.313,0.950868,-0.169336,0.24766,0.035,0.805,0.525,-0.7155,-1.311,-0.6225,0
05/08/2025 16:14:54.333,0.951356,-0.176656,0.241804,0.175,0.77,0.735,-0.7035,-1.3245,-0.615,0
05/08/2025 16:14:54.353,0.949892,-0.16958,0.24522,0.315,0.77,0.875,-0.693,-1.335,-0.615,0
05/08/2025 16:14:54.373,0.948672,-0.163724,0.244488,0.56,0.735,0.77,-0.693,-1.335,-0.615,0
05/08/2025 16:14:54.393,0.945988,-0.166652,0.244488,0.595,0.56,0.735,-0.693,-1.335,-0.615,0
05/08/2025 16:14:54.413,0.948428,-0.168116,0.241316,0.385,0.49,0.455,-0.711,-1.3335,-0.639,0
05/08/2025 16:14:54.433,0.947696,-0.162016,0.242048,0,0.35,0.035,-0.7095,-1.3335,-0.6525,0
05/08/2025 16:14:54.453,0.943548,-0.159576,0.243756,-0.63,0.28,-0.315,-0.717,-1.3365,-0.663,0
05/08/2025 16:14:54.473,0.9455,-0.161772,0.244244,-1.33,0.14,-0.525,-0.714,-1.3335,-0.6765,0
05/08/2025 16:14:54.493,0.941596,-0.16714,0.245952,-1.575,-0.315,-0.84,-0.717,-1.3215,-0.66,0
05/08/2025 16:14:54.513,0.935984,-0.164212,0.243756,-1.68,-0.42,-1.19,-0.7125,-1.3335,-0.678,0
05/08/2025 16:14:54.533,0.94184,-0.176168,0.242536,-1.33,-1.12,-1.645,-0.6975,-1.3185,-0.663,0
05/08/2025 16:14:54.553,0.948916,-0.177388,0.2501,-0.315,-1.61,-2.1,-0.6945,-1.329,-0.6735,0
05/08/2025 16:14:54.573,0.944036,-0.177144,0.252784,0.595,-1.715,-2.485,-0.6825,-1.332,-0.6645,0
05/08/2025 16:14:54.593,0.948916,-0.17568,0.249856,0.77,-1.505,-2.485,-0.705,-1.332,-0.699,0
05/08/2025 16:14:54.613,0.945012,-0.180316,0.252784,0.105,-1.295,-2.205,-0.7125,-1.3155,-0.6765,0
05/08/2025 16:14:54.633,0.953064,-0.188856,0.2562,-1.33,-0.665,-1.715,-0.72,-1.326,-0.6675,0
05/08/2025 16:14:54.653,0.952576,-0.184708,0.257908,-2.135,-0.49,-1.19,-0.72,-1.326,-0.6675,0
05/08/2025 16:14:54.673,0.953308,-0.190564,0.2562,-2.59,-0.245,-0.455,-0.699,-1.335,-0.6495,0
05/08/2025 16:14:54.693,0.955748,-0.185928,0.253516,-2.52,-0.175,0.28,-0.705,-1.3185,-0.657,0
05/08/2025 16:14:54.713,0.946964,-0.183488,0.257176,-2.485,0.035,0.945,-0.7065,-1.3215,-0.6465,0
05/08/2025 16:14:54.733,0.951112,-0.187148,0.25498,-2.625,-0.035,1.26,-0.7065,-1.3065,-0.6525,0
05/08/2025 16:14:54.753,0.950624,-0.189588,0.253272,-2.415,-0.175,1.4,-0.7035,-1.332,-0.6435,0
05/08/2025 16:14:54.773,0.94306,-0.188368,0.258396,-1.61,-0.14,1.295,-0.711,-1.332,-0.6465,0
05/08/2025 16:14:54.793,0.946232,-0.186416,0.259616,-0.805,-0.07,1.05,-0.7185,-1.3395,-0.6495,0
05/08/2025 16:14:54.813,0.94916,-0.186172,0.258884,-0.14,-0.07,0.91,-0.693,-1.335,-0.6285,0
05/08/2025 16:14:54.833,0.941596,-0.182756,0.259372,0.07,0.28,1.015,-0.714,-1.329,-0.636,0
05/08/2025 16:14:54.853,0.95038,-0.178852,0.258396,-0.07,0.455,1.26,-0.7035,-1.326,-0.639,0
05/08/2025 16:14:54.873,0.950136,-0.182756,0.256688,-0.28,0.805,1.645,-0.7095,-1.314,-0.639,0
05/08/2025 16:14:54.893,0.95282,-0.185196,0.254736,-0.28,1.12,1.855,-0.702,-1.317,-0.636,0
05/08/2025 16:14:54.913,0.957212,-0.185196,0.25132,0.175,1.47,1.995,-0.699,-1.311,-0.642,0
05/08/2025 16:14:54.933,0.955992,-0.180316,0.250344,0.245,1.47,1.925,-0.6945,-1.3035,-0.633,0
05/08/2025 16:14:54.953,0.951844,-0.175436,0.24278,0.21,1.47,1.785,-0.6945,-1.3065,-0.6495,0
05/08/2025 16:14:54.973,0.954772,-0.171288,0.244732,0.315,1.225,1.645,-0.6945,-1.299,-0.636,0
05/08/2025 16:14:54.993,0.953552,-0.175924,0.24522,0.595,0.98,1.645,-0.6945,-1.278,-0.63,0
05/08/2025 16:14:55.013,0.949648,-0.1708,0.246196,0.98,0.735,1.365,-0.681,-1.2705,-0.636,0
05/08/2025 16:14:55.033,0.94672,-0.171776,0.252052,1.33,0.42,0.91,-0.69,-1.2765,-0.636,0
05/08/2025 16:14:55.053,0.946232,-0.176412,0.252296,1.26,0.35,0.42,-0.6975,-1.2705,-0.6255,0
05/08/2025 16:14:55.073,0.953308,-0.17934,0.252296,1.155,0.245,-0.07,-0.672,-1.2765,-0.615,0
05/08/2025 16:14:55.093,0.953552,-0.170556,0.255468,1.19,0.14,-0.42,-0.6945,-1.278,-0.612,0
05/08/2025 16:14:55.113,0.947208,-0.177876,0.256444,1.155,0.28,-0.49,-0.6945,-1.2765,-0.588,0
05/08/2025 16:14:55.133,0.947452,-0.18422,0.257664,1.155,0.28,-0.49,-0.6945,-1.2585,-0.6045,0
05/08/2025 16:14:55.153,0.946476,-0.177632,0.262788,1.435,0.35,-0.525,-0.6885,-1.278,-0.591,0
05/08/2025 16:14:55.173,0.94306,-0.175436,0.25742,1.575,0.735,-0.77,-0.684,-1.2705,-0.5805,0
05/08/2025 16:14:55.193,0.948428,-0.181292,0.262544,1.68,0.455,-0.875,-0.684,-1.269,-0.573,0
05/08/2025 16:14:55.213,0.956968,-0.178608,0.265228,1.96,0.49,-1.26,-0.696,-1.278,-0.576,0
05/08/2025 16:14:55.233,0.94794,-0.180804,0.26108,2.065,0.805,-1.26,-0.7065,-1.2915,-0.573,0
05/08/2025 16:14:55.253,0.94428,-0.184708,0.266936,1.855,0.84,-0.98,-0.699,-1.275,-0.576,0
05/08/2025 16:14:55.273,0.943548,-0.188124,0.269132,1.54,0.98,-0.525,-0.6765,-1.2885,-0.5805,0
05/08/2025 16:14:55.293,0.945012,-0.187148,0.269376,1.225,1.19,-0.28,-0.6885,-1.2735,-0.5775,0
05/08/2025 16:14:55.313,0.946476,-0.1891,0.274012,0.735,1.47,0.035,-0.684,-1.284,-0.585,0
05/08/2025 16:14:55.333,0.944768,-0.187636,0.270108,0.49,1.715,0.14,-0.6915,-1.2885,-0.5985,0
05/08/2025 16:14:55.353,0.944524,-0.186416,0.2684,0.77,1.96,0.035,-0.6915,-1.2855,-0.5985,0
05/08/2025 16:14:55.373,0.942816,-0.188856,0.270108,0.91,2.485,-0.035,-0.6825,-1.2735,-0.591,0
05/08/2025 16:14:55.393,0.94184,-0.183488,0.265228,0.525,2.87,0.14,-0.687,-1.2765,-0.6075,0
05/08/2025 16:14:55.413,0.943792,-0.186904,0.262544,0.035,3.08,0.455,-0.687,-1.2765,-0.6075,0
05/08/2025 16:14:55.433,0.94794,-0.188856,0.262544,-0.21,3.045,0.7,-0.6765,-1.284,-0.609,0
05/08/2025 16:14:55.453,0.951112,-0.17812,0.259128,-0.42,2.87,1.155,-0.6765,-1.284,-0.609,0
05/08/2025 16:14:55.473,0.948672,-0.176168,0.253516,-0.21,2.52,1.225,-0.696,-1.26,-0.6255,0
05/08/2025 16:14:55.493,0.949892,-0.176168,0.254736,0.105,1.89,1.085,-0.69,-1.2735,-0.6195,0
05/08/2025 16:14:55.513,0.945012,-0.175192,0.253028,0.14,1.19,0.805,-0.687,-1.2765,-0.6255,0
05/08/2025 16:14:55.533,0.94306,-0.17202,0.25376,0.175,0.455,0.21,-0.6975,-1.2855,-0.642,0
05/08/2025 16:14:55.553,0.948916,-0.166652,0.255224,0.63,-0.385,-0.315,-0.6825,-1.2915,-0.609,0
05/08/2025 16:14:55.573,0.947208,-0.168848,0.254248,1.19,-0.7,-0.945,-0.684,-1.3095,-0.6255,0
05/08/2025 16:14:55.593,0.93818,-0.168848,0.259372,1.505,-1.085,-1.435,-0.699,-1.293,-0.612,0
05/08/2025 16:14:55.613,0.938912,-0.165188,0.257664,1.505,-1.085,-2.065,-0.705,-1.296,-0.6285,0
05/08/2025 16:14:55.633,0.938424,-0.166164,0.26352,1.05,-0.875,-2.38,-0.696,-1.3185,-0.6255,0
05/08/2025 16:14:55.653,0.942816,-0.168848,0.263032,0.14,-0.525,-2.625,-0.708,-1.314,-0.621,0
05/08/2025 16:14:55.673,0.942084,-0.163724,0.261324,-0.84,-0.175,-2.8,-0.7155,-1.344,-0.6225,0
05/08/2025 16:14:55.693,0.946476,-0.17446,0.25742,-1.4,-0.14,-2.835,-0.696,-1.3395,-0.6225,0
05/08/2025 16:14:55.713,0.942328,-0.177144,0.261324,-1.82,-0.42,-2.87,-0.696,-1.3395,-0.6225,0
05/08/2025 16:14:55.733,0.94184,-0.175924,0.262056,-1.61,-0.77,-2.87,-0.696,-1.3395,-0.6225,0
05/08/2025 16:14:55.753,0.939888,-0.175436,0.258152,-1.19,-1.05,-2.73,-0.696,-1.3365,-0.6495,0
05/08/2025 16:14:55.773,0.948184,-0.179828,0.25864,-0.84,-1.33,-2.66,-0.699,-1.3395,-0.657,0
05/08/2025 16:14:55.793,0.949404,-0.17812,0.266936,-0.595,-1.61,-2.625,-0.6945,-1.335,-0.657,0
05/08/2025 16:14:55.813,0.934276,-0.174704,0.263276,-0.805,-1.365,-2.59,-0.699,-1.332,-0.6675,0
05/08/2025 16:14:55.833,0.938912,-0.175436,0.265472,-1.225,-1.75,-2.38,-0.714,-1.332,-0.6675,0
05/08/2025 16:14:55.853,0.94306,-0.179584,0.2684,-1.47,-1.96,-2.345,-0.702,-1.326,-0.6675,0
05/08/2025 16:14:55.873,0.9455,-0.183488,0.26962,-1.015,-2.065,-2.24,-0.684,-1.338,-0.681,0
05/08/2025 16:14:55.893,0.94428,-0.182756,0.265472,-0.49,-1.96,-1.995,-0.705,-1.329,-0.684,0
05/08/2025 16:14:55.913,0.939888,-0.18544,0.264984,-0.105,-1.75,-1.54,-0.699,-1.329,-0.675,0
05/08/2025 16:14:55.933,0.93696,-0.187148,0.272548,0.35,-1.61,-0.98,-0.69,-1.332,-0.6645,0
05/08/2025 16:14:55.953,0.9394,-0.191296,0.271328,0.315,-1.4,-0.455,-0.6765,-1.332,-0.681,0
05/08/2025 16:14:55.973,0.941352,-0.183488,0.269132,-0.385,-1.05,0.56,-0.702,-1.3215,-0.6645,0
